num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2022S000374;08/01/2022;21:05:00;AVDA. ALBUFERA, 71;71;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443722,89;4471828,547;N;NULL
2022S000374;08/01/2022;21:05:00;AVDA. ALBUFERA, 71;71;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;443722,89;4471828,547;N;NULL
2022S000375;08/01/2022;21:50:00;AVDA. LAS AGUILAS, 3;3;10;LATINA;Atropello a persona;Despejado;Turismo;Conductor;Más de 74 años;Hombre;14;Sin asistencia sanitaria;435023,409;4470690,265;N;NULL
2022S000375;08/01/2022;21:50:00;AVDA. LAS AGUILAS, 3;3;10;LATINA;Atropello a persona;Despejado;Turismo;Peatón;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;435023,409;4470690,265;N;NULL
2022S000376;08/01/2022;22:45:00;AVDA. ANDALUCIA / PASEO. GIGANTES Y CABEZUDOS;68;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;441164,439;4465865,295;N;NULL
2022S000376;08/01/2022;22:45:00;AVDA. ANDALUCIA / PASEO. GIGANTES Y CABEZUDOS;68;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;2;Ingreso inferior o igual a 24 horas;441164,439;4465865,295;N;NULL
2022S000376;08/01/2022;22:45:00;AVDA. ANDALUCIA / PASEO. GIGANTES Y CABEZUDOS;68;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441164,439;4465865,295;N;NULL
2022S000376;08/01/2022;22:45:00;AVDA. ANDALUCIA / PASEO. GIGANTES Y CABEZUDOS;68;17;VILLAVERDE;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;441164,439;4465865,295;S;NULL
2022S000378;08/01/2022;22:10:00;CALL. VIA CARPETANA / GTA. EJERCITO;43;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Camión rígido;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;436795,822;4471081,771;N;NULL
2022S000378;08/01/2022;22:10:00;CALL. VIA CARPETANA / GTA. EJERCITO;43;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;436795,822;4471081,771;S;NULL
2022S000379;08/01/2022;22:48:00;CALL. VILLABLANCA / CALL. MINERVA;19;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;449302,325;4472845,255;N;NULL
2022S000379;08/01/2022;22:48:00;CALL. VILLABLANCA / CALL. MINERVA;19;19;VICÁLVARO;Colisión fronto-lateral;Despejado;VMU eléctrico;Conductor;De 18 a 20 años;Hombre;NULL;NULL;449302,325;4472845,255;N;NULL
2022S000381;09/01/2022;0:15:00;AVDA. ALBUFERA, 234;234;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;445051,249;4471321,209;S;NULL
2022S000381;09/01/2022;0:15:00;AVDA. ALBUFERA, 234;234;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445051,249;4471321,209;N;NULL
2022S000381;09/01/2022;0:15:00;AVDA. ALBUFERA, 234;234;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445051,249;4471321,209;N;NULL
2022S000382;09/01/2022;0:40:00;CALL. CONDESA DE VENADITO / CALL. AGASTIA;26;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Mujer;NULL;NULL;444766,292;4477433,585;N;NULL
2022S000382;09/01/2022;0:40:00;CALL. CONDESA DE VENADITO / CALL. AGASTIA;26;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;444766,292;4477433,585;N;NULL
2022S000386;09/01/2022;1:15:00;TRVA. JOSE ARCONES GIL, 11;3;15;CIUDAD LINEAL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;445831,354;4476424,621;S;NULL
2022S000388;09/01/2022;2:15:00;AUTOV. A-42, P.K. 4,500 ENTRADA;+00500E;12;USERA;Vuelco;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;439018,738;4470443,838;S;NULL
2022S000391;09/01/2022;1:50:00;GTA. QUEVEDO / CALL. ARAPILES;1;7;CHAMBERÍ;Colisión lateral;NULL;Camión rígido;Conductor;De 35 a 39 años;Hombre;NULL;NULL;440247,594;4476128,182;N;NULL
2022S000391;09/01/2022;1:50:00;GTA. QUEVEDO / CALL. ARAPILES;1;7;CHAMBERÍ;Colisión lateral;NULL;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;440247,594;4476128,182;N;NULL
2022S000392;09/01/2022;4:45:00;CALL. ALCALA, 200B;200B;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;443709,208;4475761,635;N;1
2022S000392;09/01/2022;4:45:00;CALL. ALCALA, 200B;200B;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Peatón;De 18 a 20 años;Hombre;4;Fallecido 24 horas;443709,208;4475761,635;N;NULL
2022S000395;08/01/2022;5:35:00;CALL. ROSALEDA, 1;1;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;De 60 a 64 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;438908,834;4475045,411;N;NULL
2022S000395;08/01/2022;5:35:00;CALL. ROSALEDA, 1;1;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438908,834;4475045,411;N;NULL
2022S000395;08/01/2022;5:35:00;CALL. ROSALEDA, 1;1;9;MONCLOA-ARAVACA;Colisión múltiple;Nublado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;438908,834;4475045,411;N;NULL
2022S000396;08/01/2022;13:35:00;CALL. POBLADURA DEL VALLE, 9;9;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;447064,273;4474916,27;N;NULL
2022S000396;08/01/2022;13:35:00;CALL. POBLADURA DEL VALLE, 9;9;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;447064,273;4474916,27;N;NULL
2022S000397;08/01/2022;12:30:00;CTRA. VICALVARO A LA ESTACION DE O'DONNELL, 18;18;19;VICÁLVARO;Atropello a persona;Despejado;Todo terreno;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;449840,588;4472877,466;N;NULL
2022S000397;08/01/2022;12:30:00;CTRA. VICALVARO A LA ESTACION DE O'DONNELL, 18;18;19;VICÁLVARO;Atropello a persona;Despejado;Todo terreno;Peatón;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;449840,588;4472877,466;N;NULL
2022S000398;09/01/2022;2:55:00;AUTOV. M-30, +02500E, M-30 CALZADA 2ª PK 25.300;+02500E;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436356,876;4480373,532;N;NULL
2022S000398;09/01/2022;2:55:00;AUTOV. M-30, +02500E, M-30 CALZADA 2ª PK 25.300;+02500E;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;436356,876;4480373,532;N;NULL
2022S000402;08/01/2022;14:00:00;PLAZA. EMPERADOR CARLOS V, 2;2;3;RETIRO;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441294,593;4473397,573;N;NULL
2022S000402;08/01/2022;14:00:00;PLAZA. EMPERADOR CARLOS V, 2;2;3;RETIRO;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;441294,593;4473397,573;N;NULL
2022S000402;08/01/2022;14:00:00;PLAZA. EMPERADOR CARLOS V, 2;2;3;RETIRO;Colisión lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441294,593;4473397,573;N;NULL
2022S000402;08/01/2022;14:00:00;PLAZA. EMPERADOR CARLOS V, 2;2;3;RETIRO;Colisión lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;441294,593;4473397,573;N;NULL
2022S000404;07/01/2022;13:00:00;CALL. GENERAL RICARDOS / CALL. FRANCISCO ROMERO;181;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;437087,06;4470571,512;N;NULL
2022S000404;07/01/2022;13:00:00;CALL. GENERAL RICARDOS / CALL. FRANCISCO ROMERO;181;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;437087,06;4470571,512;N;NULL
2022S000405;09/01/2022;7:20:00;AVDA. DEMOCRACIA, 62;62;19;VICÁLVARO;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;447722,655;4472583,021;N;NULL
2022S000405;09/01/2022;7:20:00;AVDA. DEMOCRACIA, 62;62;19;VICÁLVARO;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;447722,655;4472583,021;N;NULL
2022S000406;04/01/2022;12:11:00;INTER. PLAZA ELIPTICA / INTER. PLAZA ELIPTICA;0;11;CARABANCHEL;Alcance;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;439058,33;4470738,395;N;NULL
2022S000406;04/01/2022;12:11:00;INTER. PLAZA ELIPTICA / INTER. PLAZA ELIPTICA;0;11;CARABANCHEL;Alcance;Despejado;Todo terreno;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;439058,33;4470738,395;N;NULL
2022S000407;08/01/2022;19:55:00;CALL. JAZMIN / CALL. LAUD;35;15;CIUDAD LINEAL;Otro;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;443803,022;4481501,918;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;443554,865;4476609,498;S;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000408;09/01/2022;9:50:00;CALL. ANTONIA RUIZ SORO, 24;24;4;SALAMANCA;Choque contra obstáculo fijo;NULL;Turismo;Pasajero;De 30 a 34 años;Hombre;NULL;NULL;443554,865;4476609,498;N;NULL
2022S000409;07/01/2022;13:15:00;AVDA. VALDEMARIN, 44;44;9;MONCLOA-ARAVACA;Otro;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;434738,135;4480123,473;N;NULL
2022S000409;07/01/2022;13:15:00;AVDA. VALDEMARIN, 44;44;9;MONCLOA-ARAVACA;Otro;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;434738,135;4480123,473;N;NULL
2022S000409;07/01/2022;13:15:00;AVDA. VALDEMARIN, 44;44;9;MONCLOA-ARAVACA;Otro;Despejado;Turismo;Pasajero;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;434738,135;4480123,473;N;NULL
2022S000409;07/01/2022;13:15:00;AVDA. VALDEMARIN, 44;44;9;MONCLOA-ARAVACA;Otro;Despejado;Turismo;Peatón;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;434738,135;4480123,473;N;NULL
2022S000410;08/01/2022;14:00:00;PASEO. DELICIAS / CALL. DELICIAS;30;2;ARGANZUELA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441152,925;4472840,409;N;NULL
2022S000410;08/01/2022;14:00:00;PASEO. DELICIAS / CALL. DELICIAS;30;2;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;441152,925;4472840,409;N;NULL
2022S000411;09/01/2022;12:20:00;CALL. TUCAN / CALL. ACEUCHAL;3;11;CARABANCHEL;Colisión frontal;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437363,388;4471346,578;N;NULL
2022S000411;09/01/2022;12:20:00;CALL. TUCAN / CALL. ACEUCHAL;3;11;CARABANCHEL;Colisión frontal;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;437363,388;4471346,578;N;NULL
2022S000413;09/01/2022;12:46:00;CALL. ESTRONCIO / CALL. BENITA LOPEZ;17;17;VILLAVERDE;Colisión múltiple;NULL;NULL;Conductor;Desconocido;Desconocido;NULL;NULL;441498,93;4466555,878;N;NULL
2022S000413;09/01/2022;12:46:00;CALL. ESTRONCIO / CALL. BENITA LOPEZ;17;17;VILLAVERDE;Colisión múltiple;NULL;Turismo;Conductor;De 45 a 49 años;Hombre;NULL;NULL;441498,93;4466555,878;N;NULL
2022S000413;09/01/2022;12:46:00;CALL. ESTRONCIO / CALL. BENITA LOPEZ;17;17;VILLAVERDE;Colisión múltiple;NULL;Turismo;Conductor;De 50 a 54 años;Mujer;NULL;NULL;441498,93;4466555,878;N;NULL
2022S000415;09/01/2022;13:35:00;CALL. JORGE JUAN / CALL. FERNAN GONZALEZ;89;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442808,908;4474958,2;N;NULL
2022S000415;09/01/2022;13:35:00;CALL. JORGE JUAN / CALL. FERNAN GONZALEZ;89;4;SALAMANCA;Atropello a persona;Despejado;Turismo;Peatón;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442808,908;4474958,2;N;NULL
2022S000416;09/01/2022;14:20:00;CALL. ALCALA, 69;69;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;NULL;NULL;441492,182;4474597,275;N;NULL
2022S000416;09/01/2022;14:20:00;CALL. ALCALA, 69;69;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 70 a 74 años;Hombre;NULL;NULL;441492,182;4474597,275;N;NULL
2022S000416;09/01/2022;14:20:00;CALL. ALCALA, 69;69;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Mujer;NULL;NULL;441492,182;4474597,275;N;NULL
2022S000416;09/01/2022;14:20:00;CALL. ALCALA, 69;69;4;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;De 65 a 69 años;Mujer;NULL;NULL;441492,182;4474597,275;N;NULL
2022S000417;09/01/2022;15:10:00;CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL;2;16;HORTALEZA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;446524,519;4479975,58;N;NULL
2022S000417;09/01/2022;15:10:00;CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL;2;16;HORTALEZA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;446524,519;4479975,58;N;NULL
2022S000417;09/01/2022;15:10:00;CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL;2;16;HORTALEZA;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 años;Mujer;2;Ingreso inferior o igual a 24 horas;446524,519;4479975,58;N;NULL
2022S000417;09/01/2022;15:10:00;CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL;2;16;HORTALEZA;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446524,519;4479975,58;N;NULL
2022S000417;09/01/2022;15:10:00;CALL. ACONCAGUA / CALL. NEVADO DEL CUMBAL;2;16;HORTALEZA;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;446524,519;4479975,58;N;NULL
2022S000418;08/01/2022;18:48:00;AUTOV. A-3 / CALL. EL BOSCO;+00500S;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444468,324;4472860,466;N;NULL
2022S000418;08/01/2022;18:48:00;AUTOV. A-3 / CALL. EL BOSCO;+00500S;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;14;Sin asistencia sanitaria;444468,324;4472860,466;N;NULL
2022S000418;08/01/2022;18:48:00;AUTOV. A-3 / CALL. EL BOSCO;+00500S;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;444468,324;4472860,466;N;NULL
2022S000418;08/01/2022;18:48:00;AUTOV. A-3 / CALL. EL BOSCO;+00500S;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 6 a 9 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;444468,324;4472860,466;N;NULL
2022S000419;08/01/2022;21:15:00;CALL. BENITO GUTIERREZ, 31;31;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Ciclomotor;Conductor;De 18 a 20 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;438904,024;4475860,597;N;NULL
2022S000425;09/01/2022;17:30:00;CALL. GANDO, 10;10;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;435182,152;4469897,299;S;NULL
2022S000425;09/01/2022;17:30:00;CALL. GANDO, 10;10;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;435182,152;4469897,299;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Pasajero;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Pasajero;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Autobús;Pasajero;Más de 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439975,741;4473863,064;N;NULL
2022S000428;09/01/2022;15:00:00;CALL. TOLEDO, 32;32;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439975,741;4473863,064;N;NULL
2022S000429;09/01/2022;21:30:00;CALL. EDUARDO REQUENAS, 25;25;13;PUENTE DE VALLECAS;Alcance;NULL;Ciclomotor;Conductor;De 30 a 34 años;Hombre;NULL;NULL;443465,726;4471247,541;N;NULL
2022S000429;09/01/2022;21:30:00;CALL. EDUARDO REQUENAS, 25;25;13;PUENTE DE VALLECAS;Alcance;NULL;Furgoneta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;443465,726;4471247,541;N;NULL
2022S000430;09/01/2022;20:55:00;CALL. PICO CEJO, 7;7;13;PUENTE DE VALLECAS;Colisión lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;443446,691;4472337,182;N;NULL
2022S000430;09/01/2022;20:55:00;CALL. PICO CEJO, 7;7;13;PUENTE DE VALLECAS;Colisión lateral;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;443446,691;4472337,182;N;NULL
2022S000431;09/01/2022;23:30:00;CALL. ALCALA, 291;291;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;444530,881;4475945,207;N;NULL
2022S000431;09/01/2022;23:30:00;CALL. ALCALA, 291;291;15;CIUDAD LINEAL;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;444530,881;4475945,207;N;NULL
2022S000432;10/01/2022;0:20:00;CALL. SAGASTA, 30;30;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440862,432;4475482,512;N;NULL
2022S000432;10/01/2022;0:20:00;CALL. SAGASTA, 30;30;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440862,432;4475482,512;N;NULL
2022S000433;10/01/2022;2:40:00;CALL. AJOFRIN / CALL. POBLADURA DEL VALLE;30;20;SAN BLAS-CANILLEJAS;Colisión frontal;Nublado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;447093,8;4474932,618;N;NULL
2022S000433;10/01/2022;2:40:00;CALL. AJOFRIN / CALL. POBLADURA DEL VALLE;30;20;SAN BLAS-CANILLEJAS;Colisión frontal;Nublado;Turismo;Conductor;De 40 a 44 años;Mujer;NULL;NULL;447093,8;4474932,618;N;NULL
2022S000434;10/01/2022;3:21:00;AUTOV. M-30, KM. 7.600 C-1;+00800I;3;RETIRO;Solo salida de la vía;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;4;Fallecido 24 horas;444067,106;4474343,317;N;NULL
2022S000435;10/01/2022;3:15:00;AVDA. REAL DE PINTO, 84;84;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;440123,225;4465841,649;S;NULL
2022S000436;10/01/2022;5:40:00;CALL. GENERAL RICARDOS, 15;15;11;CARABANCHEL;Caída;NULL;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;NULL;NULL;#¡VALOR!;#¡VALOR!;N;NULL
2022S000439;09/01/2022;18:15:00;PASEO. CASTELLANA, 187;187;6;TETUÁN;Choque contra obstáculo fijo;Despejado;Todo terreno;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441502,77;4479518,85;N;NULL
2022S000440;10/01/2022;8:10:00;VIA DE SERVICIO ALTURA DE CALLE FUENTE CARRANTONA;+00600S;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445710,899;4471736,109;N;NULL
2022S000440;10/01/2022;8:10:00;VIA DE SERVICIO ALTURA DE CALLE FUENTE CARRANTONA;+00600S;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;445710,899;4471736,109;N;NULL
2022S000440;10/01/2022;8:10:00;VIA DE SERVICIO ALTURA DE CALLE FUENTE CARRANTONA;+00600S;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;445710,899;4471736,109;N;NULL
2022S000441;07/01/2022;14:11:00;CALL. LOS YEBENES / AUTOV. A-5;6;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;435536,843;4472562,647;N;NULL
2022S000441;07/01/2022;14:11:00;CALL. LOS YEBENES / AUTOV. A-5;6;10;LATINA;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;435536,843;4472562,647;N;NULL
2022S000441;07/01/2022;14:11:00;CALL. LOS YEBENES / AUTOV. A-5;6;10;LATINA;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;NULL;NULL;435536,843;4472562,647;N;NULL
2022S000442;10/01/2022;8:45:00;PASEO. FERROVIARIOS / PASEO. PLATA Y CASTAÑAR;3;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;439274,526;4466733,029;N;NULL
2022S000442;10/01/2022;8:45:00;PASEO. FERROVIARIOS / PASEO. PLATA Y CASTAÑAR;3;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439274,526;4466733,029;N;NULL
2022S000443;09/01/2022;12:30:00;CALL. JOSE BERGAMIN / CALL. ANTONIO CUMELLA;5;14;MORATALAZ;Atropello a animal;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446115,696;4473615,331;N;NULL
